sectionName,string,unique_id,model_classification,reasoning
Discussion,"In particular, it provides some information as to why SM/J mice may show diminished glucose tolerance in comparison to the LG/J strain [24] on a high fat diet.",0388ab26736d8c5cbb4ae7a309699bb1c5ca780a>72671f894477b6f275504d3e8187845ca363fe4d_4,background,"The citation does not explicitly describe methods or results, likely providing general context."
2. Experiment 1,"…Spanish, as spoken in Madrid (Estebas-Vilaplana, 2006; Estebas-Vilaplana & Prieto, 2007), Salamanca (de la Mota, 2005), and Majorca (Simonet & Torreira, 2005; Simonet, 2006), and on Central Catalan as spoken in Barcelona (Estebas-Vilaplana, 2003; Estebas-Vilaplana & Prieto, 2007; Prieto, 2006).",9e8120de51fb9e853ffc57019a7581fefcb356fb>de4022ab320a46c602dcaca4070e13dd13f4325c_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
2. Basic Concepts and Related Work,The authors of [3] study the problem of Early Application Identification and show that it is enough to know the length of the first four or five packets to,e586dde432609320ac026c6e21f34125ba6e49b6>58c7ffc47fde0f5120e1ba32dfe8b30db7d65c64_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
RESULTS AND DISCUSSION,"…inactivation (Charlton et al., 1982; Chaudhuri et al., 2005; Forsythe et al., 1998; Xu and Wu, 2005) and vesicle depletion (Custer et al., 2006; Pieribone et al., 1995; Schneggenburger et al., 2002; Xu and Wu, 2005) have varying dependence on the frequency of stimulation at different synapses,…",9b62e34a05c360b66436de3a04a0a8543285f0e4>bc043ebb90992e6a583c3071266b163376a27067_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"In previous time-series studies, many lag structures were considered in multiple models, and the authors presented only the statistically significant results (Schwartz et al., 1997, 2000).",a844a27d67659ac92f0d27abef03ae0333239acd>a74dee81c56d4938ce6f8a70543a0fa7c39dcf2a_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"In this sense, oligodendrogliomas can show similar pathological findings to liponeurocytoma [5, 6, 12, 18, 21, 24, 26], although Olig2 immunohistochemistry is reported to show a high possibility of positive results in oligodendroglioma, while neurocytomas are mostly negative [15, 20, 23].",0280ae43f2c76c9b802d0a30d723bba73b569ec7>dac5f77589174e472f5215ee52389b0176387ae3_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Introduction,Both the alleviation of fluid overload [3] as well as the provision of this necessary volume in the form of medications improve outcomes and mortality risk.,043d955eced4731e7a5a0f3683534eb070323a2c>37315d4ad2c4e92649efec881f3f43079eeab007_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Results,"Work with non-neuronal cells has suggested that BCL-xL regulates the flux of metabolites across the outer mitochondrial membrane to facilitate transport of ATP into the cytosol after a death stimulus (Vander Heiden et al., 2000, 2001).",27db8d3a2c85cbc34deef51ce4cd850b431b4b34>a81b383bf01b572d28e1566650d938a6fe414e57_3,background,"The citation does not explicitly describe methods or results, likely providing general context."
7 EXPERIMENTS,"We have added the affordances to the definitions by hand, but we will look at ways to automate this, either based on semantic annotations provided with the CAD files as in [15], or possibly some geometric reasoning on part features.",45389b607544d07ecb6d94e3a4ae3da794b0bb77>84c2d7f63fbb5d38f9c2a7b31b5fba622cb2b67f_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
3.2.2 Implementation,"To determine this canonical set of values, the parameters from the mathematical model of the leech HN neurons were used as a starting point because the silicon neurons were based on this mathematical model [54].",55294c3cfc8a43921fb1a604c21d33f524a64927>289696559940533f5bb515e1a7ce83211c3934c8_6,background,"The citation does not explicitly describe methods or results, likely providing general context."
6 OUTLOOK,"In [103], a gamma, X-ray, and high energy proton radiationtolerant SPAD has been developed for space applications.",058bf8bc9f753b371e340ee08afec4b41752ed67>c2cec2c0ab379d307fa643d66399fc89c1de4e78_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"Interestingly, within such a time interval, AMPAR translocation seems to occur predominantly between an intracellular somatic pool and extrasynaptic somatic sites (Adesnik et al., 2005).",0a9889f9add7c40c6295c7573feab8bd13662583>1b176729cc3c44cbb13061c714e5cfd9b9ad9d69_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
3. Lq convergence: general bound,"This section contains a generalisation of the basic results on multifractal products of stochastic processes developed in Kahane (1985), Kahane (1987) and Mannersalo et al (2002).",6dc727f1b63b91c2a8370528502cbea274180f97>3f0c74c224a01e2a17d0f1361404e6f8b575bc18_3,background,"The citation does not explicitly describe methods or results, likely providing general context."
1. Introduction,"Cold can activate sympathetic nerve system (SNS) to excrete norepinephrine, and then the BAT, which is rich in sympathetic nerve terminals, will produce more heat [11].",53487fa815c528121eaa639a3162d3e9630d9ec2>f657ef9206da3171b9f3cc7f7ca920a560a732ba_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
6 Experiments,"We use 3 standard MLC benchmarks, as used by other recent approaches (Belanger & McCallum 2016; Gygli et al. 2017; Amos & Kolter 2017): Bibtex, Delicious, and Bookmarks.",b789add31939c312c3cc378ba919e6ea30b9a821>3e4acf3f2d112fc6516abcdddbe9e17d839f5d9b_5,background,"The citation does not explicitly describe methods or results, likely providing general context."
METHODS,"The admission assessment included determining the risk factors for cerebral infarction,13,14 clinical ischemic stroke category (National Institute of Neurological Disorders and Stroke1), and disease severity using the National Institutes of Health Stroke Scale.15
 545
 Abbreviations
 AF = Atrial fibrillation
 LAA = Left atrial appendage
 LAA eV = LAA emptying flow velocity
 LAD = Left atrial dimension
 LAWV = LAA peak wall velocity
 ROC = Receiver operating characteristic
 SEC = Spontaneous echocardiographic contrast
 TEE = Transesophageal echocardiography
 TTE = Transthoracic echocardiography
 We defined patients who had no histories of AF and no documented AF on continuous electrocardiographic monitoring during hospitalization as the sinus rhythm group, patients who had histories of AF before admission and/or continuously documented AF on continuous electrocardiographic monitoring during hospitalization as having chronic AF, and patients who had AF at admission and recovered to normal sinus rhythm during hospitalization and/or showed sinus rhythm at admission and documented transient AF on continuous electrocardiographic monitoring during hospitalization as having paroxysmal AF.",ade97b451cc7a8bfb06865dbd7a312ece7ac63df>4280c99d34e77d7bd4b097574ba4f76a80028c3c_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Materials and methods,"…Accession P21334), al-2 (UniProt Accession P37295) and al-3 (UniProt Accession P24322) were used to search the genomic sequence of P. anserina [Espagne et al. 2008), published at http://www.genoscope.cns.fr/externe/ English/Projets/Projet_GA/GA.html (P. anserina sequencing consortium)] for…",66429ab2298dd6fe1cc1ac16282f0e33e9cc0926>b322197c5adc59287490360a61cc022646c33135_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"The review protocol describes all steps performed during the review, reduces risk of bias, and increases its rigor, transparency, and repeatability [17].",409d3ba6c491c51ca45fc8a7273015432571192c>10aa0fd041168687e0a22b4e77d7623cf447b15e_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
2.2 Methods,"In this paper, W , is an intermediate logic,resembling first order logic, that uses the meta-data gleaned from WordNet, and is used as an intermediary stepping logic that can be converted into another logic, such as a first order logic.",fbf6f44198629f5460b286fbb1c7189fe93fb8a6>d65dd6aa2af060497a0daef47de576477772b67e_6,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"We demonstrate that the average amplitudes of contralateral PBR (cPBR) and ipsilateral NBR (iNBR) were negatively correlated as previously reported and thought to result from increased ipsilateral inhibition occurring concurrently with increased contralateral excitation (Klingner et al., 2010; Shmuel et al., 2002).",45701ff05d3ed583a658f18aa998944c1d4eee7a>f89d87e5f4d58e9bb7d576ec6ae34a84240b9c5e_3,background,"The citation provides context, references prior work, or summarizes existing knowledge."
,"18 De Cocker, 2011 [16] Belgium 1 1566 CABG, valve, combined, and other Prolonged > 2, 5, 7 days & continuous Prediction model",638fafc27d5b0d7c5cd719bd3ba51bec9db4bb5c>35c1ae44da7ca399aaeb11e6c80fc371f8c8aa92_4,background,"The citation does not explicitly describe methods or results, likely providing general context."
,"1998), to provide great £exibility in testing evolutionary hypotheses (Huelsenbeck & Rannala 1997), and simply to give excellent results in the inference of evolutionary relationships (Kuhner & Felsenstein 1994; Huelsenbeck 1995). Constraints imposed by computational complexity are becoming less restrictive as computers improve. Given the recognition of phylogenetic inference as being inherently statistical in nature, it is surprising that so little attention has been paid to experimental design. A number of topics of relevance to experimental design in phylogenetics have been discussed previously. There is something of a folklore surrounding the choice of genes or other genomic regions for investigating particular evolutionary questions, but almost no published quantitative results. It is widely accepted that sequences that have undergone very little evolutionary change since their divergence from a common ancestor, through low substitution rates or short evolutionary times, will exhibit too few di¡erences to contain useful evolutionary information. Equally, sequences that have undergone very large amounts of change (high rates or long times) become `saturated' with changes and no evolutionary signal is detectable amid the noise. Consequently, a happy medium is expected at some intermediate level of sequence divergence, but the àsymptotic' results (for extreme high and low levels of divergence) give no clue as to where this lies. Although there is considerable experience with particular genes and organisms (see Hillis et al. (1996, pp. 336^339) for an extensive list of studies), where comparisons among genes have been made they tend to be evaluated empirically by the congruence of the results obtained among themselves and with researchers'a priori expectations. In addition, a large laboratory e¡ort is needed before even these qualitative conclusions can be reached. The methods introduced in this paper can quantify the e¡ects of varying levels of divergence. They con¢rm the belief that intermediate levels of sequence divergence are most useful, and are able to give estimates of optimal levels of divergence. The necessary analyses can be done before any data are collected. The only other method for assessing which genomic regions are likely to be most useful in phylogenetic questions is that of Yang (1998). This uses simulation to estimate probabilities of successful tree-topology inference. The approach may be extremely time-consuming for realistic problems. The choice of taxa to include in phylogenetic studies has also rarely been discussed. Li et al. (1987) considered the e¡ects of adding outgroup taxa, and Ritland & Clegg (1990) and Maddison et al. (1992) are agreed that if outgroups are to be added, they should not be too distantly related to the ingroup taxa (a conclusion that is con¢rmed in this paper).",a1f8b013b71d089af43911a37d22260e889e82c4>e0cbb949d062a1134c4d98924f51312090e76514_2,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
INTRODUCTION,"…acid peptide domain known as the homeodomain (McGinnis et al., 1984a,b; Laughon and Scott, 1984), a peptide motif conferring sequence-specific DNA binding ability to the homeoproteins (Laughon and Scott, 1984; Desplan et al., 1985; Beachy et al., 1988; Müller et al., 1988; Ekker et al., 1991).",7801866bcfec901af53dcd6ba7fb381fa54db30e>21c58f2f4a377853fa58c8d5ac624b38df3bc250_3,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Background Characteristics Spacing Limiting Total RRR P-value RRR P-value OR P-Value Age,"Studies in other sub-Saharan African countries also showed that rural women had significantly higher unmet need compared to urban women (21, 26, 27, 31).",b8ad040357eaae50c8efbe3cc8ae9d93b800db2d>e18666bf07e60f7414838aed88c0d35510bce67c_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Implementation Details,2015) as the weight initialization method and train our network using Adam (Kingma and Ba 2014) with a minibatch size of 64.,7cb740424e6e30cb5c582ca2fec1ea62d730b5c0>272216c1f097706721096669d85b2843c23fa77d_1,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Methods,"To visualize CSE1-GFP and RFP-VPS-52 localization, the strains were grown on Vogel’s MM plates overnight and squares of 1 cm were excised and examined in the same confocal microscope explained above using the 488-nm laser for GFP and 563 nm laser for RFP.",9fcf3fa7f7ef7f4a72e7422482872be542f57c8b>33bbf7461e61ee7809d348340046e17b696c671c_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
DISCUSSION,"Based on previous studies, bothmGluR1 andmGluR5 were very important for the regulation of pyramidal cell excitability (Mannaioni et al., 2001; Ireland and Abraham, 2002).",6cabf40beefc8886bedf07d89c0fac5a5b1bf830>e44460f1b0838fe085a6a76fc34afda8043b8eee_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
1 Introduction,"In the context of the SPIN model checker [24], AI Planning heuristic search methods have been adapted to SPIN [9, 10], and compilations from Promela to AI Planning languages have been designed [8].",86d09f40fdb0fd3e0e48e0a806b6c46bfa8c86c1>0880af70b8fd0d86c0da14e3f677f34f8ec67554_4,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
1. Introduction,A longer pulse or a longer rising/falling time will increase the interaction of the light photons and acoustic phonons and lead to a worse spatial resolution along the fiber [1].,e68e10e8597665109568609043261e610c333345>7a7929f3d41030156b48e47b89e849721f106323_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Background,"Aberrant mammalian GPCR activity has been directly linked to such maladies as blindness, asthma, heart disease, obesity, and cancer [13,14].",b786818771d16ed97aeed5c9b1a6f6f4f87c2c2e>51e30f7b99622599ded1bfe5f8e22b0f078bcf9a_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"Based on previous studies, each intervention could be assumed to increase the breastfeeding rate and correspondingly reduce the incidence of rotavirus-diarrhea [1,3,10-12].",3c54ed170d3b5b384a9a48fae38ccef927fe981c>33aa5b382b04d82d75c988909fdacfbdca7d47ae_3,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Discussion,ethnic minorities and an often difficult relationship between service users and mental health services (Broome et al. 2005).,c40de9cfd8dd19c3225eb8d1aaa0c5051860f07c>104ad4583a569272a622b660ec21b461de405451_3,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,"FGF23 induces hypertrophic growth of cardiac myocytes in vitro and LVH in rodents through a direct FGFR-dependent mechanism, but independently of a-klotho, which is not expressed in cardiac myocytes (Faul et al., 2011).",901077d4ad9080b04cc178eea5c459a75ca79bdd>4e3427bd6cc0dd0290be6c146b46bda6ad05403f_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,"Importantly, most repeated sequences that extend >20 bp actually extend over at least 100 bp (20).",08f171d8b6a1809121ba1cef787afb1660beaacb>94bf6baace2ac5e70d59efc8c387d0c30091de5b_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Materials and Methods,"The 5 2.3 kb enhancer region (chr2: 19351717-19354014) was cloned into the BgEGFP reporter vector (Lumpkin et al., 2003) to generate 2.3Ptf1a-GFP or a nuclear lacZ reporter gene with the minimal promoter of the rat Ela1 gene to generate 2.3Ptf1a-lacZ (Masui et al., 2008).",602d56f55b8c21475c9bf67e73c5d8e999ee9696>d9bb6f5360b6e9413e5f675d4164e29a6040a7c0_8,background,"The citation does not explicitly describe methods or results, likely providing general context."
1. Introduction,An aborted process cancels its pending requests and releases the resources it held [15].,e2b1971d1c50117549c1e2d2f2b5cc3c395120c9>260b50bf2bbd82e8c80acc4c0ebc73ecbd0279af_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
RESULTS,"…information, studies in awake behaving animals have shown only changes in the firing rate of Purkinje cells to be correlated with movementrelated parameters (Lisberger and Fuchs 1978; Mano and Yamamoto 1980; Medina and Lisberger 2007, 2008; Pasalar et al. 2006; Thach 1970; Yamamoto et al. 2007).",36cbdbcfa9953f0dc751fbb4c40e9107e9018e22>3e091e519efad2d1146bab4af4f04ad3bda6f437_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"…of highly active antiretroviral therapy (HAART) as the standard of care, with six additional studies (Baigis et al., 2002; Lox et al., 1996; MacArthur et al., 1993; Perna et al., 1999; Stringer, Berezovskaya, O’Brien, Beck, & Casaburi, 1998; Terry et al., 2006) including subjects on some…",fc2f113764f20bfec6eb5ab5e6e796d3ac40e1f7>aa73756cb293b4322b41a025b58f9d522787e48d_4,background,"The citation does not explicitly describe methods or results, likely providing general context."
,"Invasive species can alter successional patterns, mutualistic relationships, community dynamics, ecosystem function and resource distributions (Mooney & Cleland 2001).",2dda28049d7f05f453f484a248f5a77d75efaa8b>4d07d4c8019ebc327a7bb611fba73b8e844928d0_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Theoretical implications,"Race-related beliefs shape perceptions of White disadvantage and , doi:10.1016/j.obhdp.2010.11.011
are a result of efforts to protect the outcomes of one’s in-group (e.g., Lowery et al., 2006), rather than an objection to cultural norms of meritocracy.",cfbaf43f37cd9d7ff3c7cd66ed17f9c029feb6cb>5a293e95b011cd143e393d0816831ae6f48a117c_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
2.2. Chemical Exposures,"These concentrations of fluoxetine and propranolol were chosen in order to represent high environmental concentrations (based on surface water, wastewater effluent, and predicted environmental concentrations) up to those shown to result in effects on fish [26–29], or where the fish plasma model [30] would predict concentrations above human therapeutic levels (Cmax).",2c383d85b2ef5322c8e219ba784a764f84911812>df518a4df25aefce4a3152902d9ce5b4712f024b_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"(Ig)–like domains and whose cytoplasmic region contains immunoreceptor tyrosine-based inhibition motifs that mediate the binding and activation of the protein tyrosine phosphatases SHP-1 and SHP-2.(19,20) Tyrosine phosphorylation of SIRPα is triggered by various growth factors and cytokines as well as by integrin-mediated cell adhesion to extracellular matrix proteins.",f1e689177bcd9ee593b9968732bef00d685716b9>ac334326be0c94d7ede86535cdf4d99d4e5a8b79_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
1. Introduction,"In [36], the LBP is adopted to describe the neighboring relationship not only in image space, but also in the responses by convolving multi-scale and multiorientation Gabor filters.",79412d465438a1c87517ed2f7064c2cdc8ad975d>9cb96a3f7895bb36d459acbeb65ccea3970e0634_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,Stability is often reached after only five or so convergent interviews [50].,e362fab4b510af306d3e52bf3ccf0ff8cbbb83ba>ddeebbf2713d0cb2d19d14e83b6d0bd07dbc1896_3,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"…projection neurons [medium spiny neurons (MSNs)] increase their firing rate
following local application of GABA antagonists (Bernardi et al., 1976; Nisenbaum and Berger, 1992; Kita, 1996; Darbin and Wichmann, 2008), which should, in theory, increase inhibition to the GPe via the indirect pathway.",44beecb8ae498775660f7ba0de7f9b389e1dbb99>9a91afb1411afb66848c1a4c9deb06fbf6344597_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Nested-PCRs,"For controls, all three primer pairs were tested in the second-round PCR. Primers specific to Botrytis, Cladosporium and Fusarium (Table 1) were designed based on the
ITS sequences from our previous publication (Shipunov et al., 2008).",5ddd341c20f323d736e9b3899ad20561c9bdbeea>8f2cfced117e54b3e1ba97b0e43f34e0ec747952_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,"The EPIYA motifs have been classified into four types, A, B, C and D (Higashi et al., 2002a), based on the amino acid sequences following each type and all types can be phosphorylated in vitro.",91e70dd09e2f11ae1fe9d50a158e0897982c59f5>4df6b3366a6941eb537d4990fa82e963205feca2_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
,"The processes of tessera formation and their relationship to crustal plateaus have been explored in an extensive body of work [e.g., Head and Crumpler, 1987; Herrick and Phillips, 1990; Bindschadler and Head, 1991; Bindschadler et al., 1992a, 1992b; Bindschadler, 1995; Grimm, 1994; Brown and Grimm, 1997; Hansen and Willis, 1996, 1998; Ivanov and Head, 1996; Pritchard et al., 1997; Gilmore et al., 1997, 1998; Head and Basilevsky, 1998; Phillips and Hansen, 1994, 1998; Hansen et al., 1997, 1999, 2000; Ghent and Hansen, 1999; Banks and Hansen, 2000].",599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_4,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,"AML is characterized by the aberrant juxtaposition of the oncogene ecotropic viral integration site 1 (EVI1), with regulatory elements of ribophorin 1 (RPN1), resulting in overexpression of EVI1 (Buonamici et al., 2003).",04d6dbeaba77012fc46b6dbb754f5a21c38585c0>a6d776b63c363a771e2bfcd74122168371419927_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
THE PATHO-ETIOLOGICAL ISSUE,"Supporting this theory, it has been shown that use of non-steroidal anti-inflammatory drugs (NSAIDs), particularly ibuprofen, was associated with a lower risk for PD (Chen et al., 2003; Gao et al., 2011).",bdd1f50f8d86b61244b0d1ef552931f2ce7b73f0>cc97c2acf54c9464b3050740fe2959c373e6af25_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Introduction,"Beneficial fungal secondary metabolites have a wide range of applications, including antibiotics (penicillin and cephalosporin [52]), immunosuppressants (cyclosporins [140]), cholesterol-lowering drugs (statins [115]), angiogenesis inhibitors (fumagillin derivatives and pseurotin derivatives [5, 15]), anti-osteoporosis agents (orsellinic acid derivatives F-9557 A and B [23]), anti-migraine and hypertension-lowering medications (ergot alkaloids [73]), plant growth hormones (gibberellins [27]) and food additives (carotenoids [7]).",3a61d4416631f5cc6131386bfbf9eddce533840e>f2b6dc44b32f28ae8da517f92673303f057696ca_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
4.1 Design,"Except for some parameter values, the game studied by Schneider and Kube is similar to the individual wage treatment in Abeler et al. (2010).",10dd055d4276a7c2f17192717a22d824783c48cb>0d10e553c0a46e7384b3c34dc45bb063843a8300_12,background,"The citation does not explicitly describe methods or results, likely providing general context."
5. Discussion,"The majority of our findings are in line with prior studies such as those dealing with the adoption of mobile technology (Kim and Garrison, 2009; Lee and Park, 2008), with two notable exceptions.",1ed8042c32b484573035db874ee8db00b77ba326>f08f08fab4db474ed6d556b908622d95afa2704f_7,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
INTRODUCTION,"Interestingly, the HDAC4-
Dach2-myogenin transcriptional axis is also required for full
induction of the ubiquitin E3 ligases MuRF1 and atrogin-1 that
promote atrophy (Cohen et al., 2007; Macpherson et al., 2011;
Moresi et al., 2010).",fc2fa61db68563e26daafe962633ab2b7e8e8b3d>18dba91edf38fe354fd3a1123737185c841be419_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
4.2 Implementation,"While targets are expressed in Domain Notation[9] in the PONDER framework , we treat the domain name for targets as the name to be mapped to managed entities in a J2EE application server.",7ecd198578dab0f7a5cf8899dbddb3c244af273e>91e5bdf33f580f75a75b70d08ba4e1715fd44a85_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"Similarly, the typical primate pattern of males being larger than females may have been selected against through generations of large, aggressive males dying during periods of energetic stress (Wright 1999).",1ebfdd5e4520b00fef2b7ed1c6769da34256b13b>6534758c49394c82858dd4db5268d2e0ac4f79b1_6,background,"The citation does not explicitly describe methods or results, likely providing general context."
Diagnostic approach for CNS vasculitis,"If a cerebral vasculitis of autoimmune origin is suspected, there has to be first a pretest verification: predominantly females, young, no previous history of cardiovascular disease, focal or multiple lesions evidenced in a brain MRI or CT [17].",bf76273127eb57c35ffb2c708e3df7e5f9e9115b>fc5c9fde1703d262d0208928a4549aef67706d4f_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
DISCUSSION,"Finally, the role of MMPs in fibrogenesis is complicated by their apparent role in both the resolution of liver fibrosis, in which MMPs promote ECM degradation, and their role in clearance of fibroblastic HSCs (9, 22, 23, 41).",90035b851c3188631381152ccca60eda115d097d>29ee9bfca7e49df36cf3e76c6054948901da9370_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,We quantified the maximum C biomass that could be stored per unit area using two methods: (1) 90th-percentile QR and (2) OLS regressions (Supplementary Methods).,20bec3e75a39b587e13ff5df145c5e3b0e5500ff>d73171ba75389c37d780904d11400a00cbdc63b2_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
,"4, December, 2013 translocation of these enzymes to the plasma membrane and/or other membrane (Littler et al., 2006; CorbalánGarcía & Gómez-Fernández, 2010).",b5a076b270d17b28cfb0a389bc503d12b5f64288>4044489d3f31cec999bc6cba9d7c7f91e511ffb2_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"A subset of patients (n = 74) were screened for the multiple endocrine neoplasia 1 (MEN1) gene using direct bidirectional sequencing and multiplex ligation-dependent probe amplification.(19) In addition, 36 patients had stored urine samples collected before undergoing TSS; in these samples, spot urine calcium and creatinine were measured using the Dimension Clinical Chemistry system (Siemens Healthcare Diagnostics, Tarrytown, New York).",c43aa9f474973255114c0abf83af7cc9ef09e05b>86df97477d7a6163d3308562f171004ea4373fff_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"[3, 10] In addition, patients with lower economic status have even less perception of glaucoma.",36dfdad21ca07d28223cc81bc9459c627053a240>3228ee12692344bbf44a733f06451a679d9632ac_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
2. Methods,"Construct validity of the CORE as a measure of melancholia
Vares et al. (2015) investigated the underlying dimensions of depression
comparing instruments that measure depression from different perspectives – namely, a self-report symptomatic scale (Beck Depression Inventory), a clinician-rated…",9f24d2e12bad753bdc4b8771ec2ffeedf273abe6>51de056e1fc4e625293989e45e36e000b33021ce_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,"However, this ignores the biological function of a negative emotional reaction such as a pain reaction, since these have evolved to protect an individuals overall welfare (Ohl, 2011).",8ab3d17deb1b8d43e62a45dd194007a5dac4e8d7>e8bc1a021050c0121c8cad1972940c2ff38bcdaf_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"with the saturated b-wave amplitude Vmax, the flash intensity K required for semi-saturation as a measure of retinal sensitivity, and the slope related exponent n [27].",50e603deb0d73e4a2c1e337413fe95da5f7fed06>25cdae0665cd1f0585f4578c8b00d2a89a74ba65_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"As reproduction appears the key trait maximizing fitness (Viblanc et al. 2010), we predicted that greater allocations into reproduction should be made in the presence of greater number of kin, either due to a positive effect of kin numbers on energy income, or if more female kin provide a safer…",d9f3207db0c79a3b154f3875c9760cc6b056904b>2cc6ff899bf17666ad35893524a4d61624555ed7_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Method,"We have compared gluconeogenic measurements using our method based on average deuterium enrichment with those of the C-5 HMT method [10] under conditions when fractional gluconeogenesis is low, intermediate and high.",c1072fd6865a54bbad52a2d9913a867fd722e31e>591f3825a1636d49a1f91c1dce7bf97a72efeea9_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Method,"We assessed opposition to Arab immigration by
asking participants to assign a limited number of immigrant visas to various groups (e.g., East Asians, Arabs, Eastern Europeans), and then taking the reverse-scored proportion of visas assigned to Arabs (Kteily et al., 2015).",7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_5,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,Nuclear localization of PTOV1 is required for the stimulation of cell proliferation (Santamaria et al. 2005; Santamaria et al. 2003).,e2e9ce75aab15707ff3b85378b61f161c0b7886a>39688485b3149cfaa7b97d2e6eb20577b7ad1bff_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
1. Introduction,"As such, direct analysis of wine by ICP-MS can affect plasma conditions and sample transport thus causing variations in signal stability and intensity [9,10].",a7ecbb4b04344102d5b60b3a02fcdab476510a1d>7ea83ac623c5c7f5f7b38b3ca5d243b74fdef823_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
2,"…3 e (a)s ) assumed asymptotically flat (therefore noncompact) at spatial infinity and geodesically complete [so that, due to the Hopf-Rinow theorem [39], every two points of Σ τ may be connected by a minimizing geodesic segment and there exists a point p ∈ Σ τ from which Σ τ is geodesically…",e77cd57124796bec1c38fbf6b0ba4bcf51d190ff>bd3526f5d8fb0c4b50df8652bccda01b43983ccc_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"The maintenance of close nest burrows (King 1989b; Viblanc et al. 2010), greater tolerance (King 1989a; V.A. Viblanc, C. Pasquaretta, C. Sueur, R. Boonstra & F.S. Dobson, unpublished results) and less infanticide (Dobson 1990; Stevens 1998) between kin during this highly energy constraining period…",d9f3207db0c79a3b154f3875c9760cc6b056904b>2cc6ff899bf17666ad35893524a4d61624555ed7_8,background,"The citation does not explicitly describe methods or results, likely providing general context."
